Who,Chat Content,Label
World_1212,"【關於 #猶太人 支配世界的禁忌 #陰謀論】
https://www.youtube.com/watch?v=xeDtlw-xY14

- 猶太人支配全世界這個說法來自1900年出版的 #錫安議定書
- 該書由俄文撰寫，裡面提及猶太人是神選的、他們必須支配外族、他們策劃了 #法國大革命 等
- 後來這本書被證實為偽書，被用來煽動全世界敵視、憎恨猶太人

- 根據日本軍需產業的外宣，戰爭可以賺錢，錢夠多，也可以製造更多戰爭。換言之只要有錢，戰爭就不會消失
- 上流社會各方面都有猶太人的蹤影，例如美國國會的上院議員有14%，下院議員有6%是猶太人
- 日本節目指，在電視上賣廣告需要猶太人的強大資本，而猶太人追求的回報是，這個 #少數民族 的保護及存續
- #Elon_Musk(#馬斯克) 指控猶太人為了解決/轉移對自己的歧視，煽動對白人的仇恨，並一直滲透歐美各國
- 世界上的紅人發表反猶太的言論引起了重大爭議，當中有 #Youtuber 之首 #Pewdiepie，造成了法國反猶太示威等社會事件

- 猶太人祖先從 #以色列 迦南遷到 #埃及，被埃及人奴役，再被摩西帶領返回約束之地，包括分紅海的神話，整件事只有在 #聖經 #舊約 中出現過，但被世人認為是事實
- 當猶太人返回迦南(即現今的 #耶路撒冷)時，利用神的名義驅逐了當地的原住民
- 現在，耶路撒冷這個聖地 被 #猶太教、#伊斯蘭教、#基督教 等勢力互相爭奪

- #耶穌 身為猶太人卻偏坦外邦人，被猶太教視為威脅，受到了同胞陷害
- 基督教信者因失去耶穌而展開報復，逼害、屠殺了2萬猶太人
- 猶太遺民為了從 #羅馬帝國 手中奪回耶路撒冷，發動了第一次猶太戰爭並戰敗，淪為了奴隸
- 傳聞在戰爭最後的7年，有一千猶人被羅馬大軍追到岩山上。他們不甘為奴，命令同胞殺死家人，最後自殺

- 第二次猶太戰爭後，猶太人分散在歐洲各地，展開各種金融貿易活動
- 有心人利用猶太教的 #塔木德、伊斯蘭教的 #可蘭經 等教典，透過扭曲教義煽動宗教分子互相撕殺
- 陰謀論指，沒有繼承 #阿伯拉罕 血脈 的 #可薩人 掌控了金融制度

- 猶太教分為多派，信仰深度越高，掌握越少財富(理論上)
- 超正統派因嚴守 #安息日 及 #十誡，而失去了許多賺錢機會，導致生活潦倒
- 名門 #Rothchild 是猶太教中的保守派， 他們被認為支持 #川普，兩者關系密切

- 日本雖然有接收猶太資本，但這並不代表政府被所有猶太人收買了
- 日本時事評論員指，人們只相信對自己有利的事情，造成了偏頗
- 他又指，迷信陰謀論的人，無法否定自己，只會尋找適合自己的觀點

※陰謀論經常提到的猶太人，有時是指猶太教徒，有時是指血統正宗的猶太人

#陰謀論 #猶太人 #信不信由你",0
World_1212,"【Youtube上絕不能提的事情】
https://www.youtube.com/watch?v=0VgLNS54F8w

- 大手都市傳說Youtuber透露，製藥公司向他們提出數百萬日元的工商案件，為藥廠宣傳疫苗
- 有報導指有受害者(或其家屬)接收了高達4420萬日元的賠償
- 日本政府早已預備3億以上日元，賠償哪些受疫苗影響而失去身體自由的人
- 但實際傷亡遠遠超出預期，政府需要大幅增加該予算至394億日元(約110倍)
- 事後有很多Youtuber為自己洗白，說被政府相關的專業機構所提供的數據誤導而推薦疫苗
- 日本政府及主流傳媒在沒有充分理據下，指控小林製藥紅麴危害健康
- 有傳媒質疑這個指控，因該產品由2016年生產至2023都沒有健康被害的報告
- 陰謀論指政府指控小林藥製是為了誤導市民，轉移視線，隱瞞疫苗與超過死亡的因果關系
- 有社會上成功人士透露，酒精汽水「Strong」也將會被指控造成腦部及心臟問題
- 若大眾接受這些說法，政府就成功解釋超過死亡與疫苗無關

#陰謀論 #信不信由你 #西醫 #疫苗 #新冠疫苗 #youtube",0
zfanman,#參軍但父母返港無穿無爛 #全民皆兵但佢重守門口 #好辛苦但無生產力 #攪呢攪路出風頭同社運無關 #軍規話唔可以講政治奏榮光但成日講阿爺係國民黨 #龍門任搬,0
zfanman,#俄烏戰完結 #港人參戰榮歸 #吹蕭域 #退潮無著褲 #退休教人殺人 #基本訓練 #生死存亡 #冰天雪地 #凍傷腳指 #無病呻吟 #一貫風格 #出風頭兼曬命 #簽到手軟 #宿舍好大 #老婆好靚 #吹蕭盲粉 #屎都香 #幾廿友圍住轉 #享受吹奏 #擦存在感 #武裝部隊 #反攻大陸,0
SangMata_BOT,User `7213992726` changed username from uyggb8526 to -,0
SangMata_BOT,User `7213992726` changed name from S K to,0
,正唔正,0
,https://youtu.be/sW7eqP53CBA?si=8i8es7BtNnMeA4YS,0
,,0
,"[Tucker Carlson On YouTube](https://www.youtube.com/watch?v=Omgw-g1gVnM)

Harmeet Dhillon: The Shocking Origin Story of Kamala Harris and All the Crimes She’s Committed
Duration: 1:54:48",0
GroupHelpBot,,0
SangMata_BOT,User `7228124926` changed username from kkxkxkxkxxk to -,0
SangMata_BOT,User `7228124926` changed name from 嫂子 煮叶进裙 to,0
World_1212,,0
,https://youtu.be/q_FfPrnDDkQ?si=FgN9M-A5RKxrS6kE,0
World_1212,"⚡️她明确指出了即将发生的事情。

欧洲中央银行行长克里斯蒂娜-拉加德说，""与绿色转型相一致""，气候变化要求对整个经济进行彻底重组--包括需要减少我们所做的一切中的碳足迹，从钞票到我们监管银行的方式""。

评:
气候危机不过是阴谋集团推出的诈骗骗局而已，目的是让百姓的钱和自由变得越来越少，为了裹挟那些中小企业升级环保设施而破产被可萨犹太低价收购甚至直接掠夺！
坚决反对不要配合。
该干嘛干嘛:该生炉子就生炉子，想开油车就开油车，他们天天在享受私人飞机和游艇，甚至天天操纵气象武器毁灭环境，却为百姓打造15分钟智能城市牢笼。
只要全球人都不上当，他们的虚伪环保意识就只能停留在口号上。多转发!

https://t.me/luojixiaoxiaomei
逻辑小媒频道
https://t.me/+xMHjYc5kedgyODNi
逻辑小媒聊天群",0
CWTken,https://www.facebook.com/share/7QGdZrwFtzdp5tSN/?mibextid=A7sQZp,0
,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",0
World_1212,"👹 真心救災都會俾人拉，美共 #DeepState 真係好L惡。👹

https://t.me/nikkimiumiunews/30511

https://t.me/peacecombatresistance_data/2265

#氣象武器 #WeatherControl",0
World_1212,,0
World_1212,,0
World_1212,,0
World_1212,,0
World_1212,"（重發）

可薩暴徒們指派撒旦地的中國共產黨CCP 利用洛克菲勒的聯合國和比爾蓋茨的WHO 世界衛生組織作為特洛伊木馬的木馬以超限戰Unrestricted Warfare 的方式來佔領美國。",0
SangMata_BOT,User `907130941` changed username from singingintherain91 to carefreeattitude,0
,"父亲生前欠银行40万，银行要求女儿偿还，女儿的做法很棒

**欢迎您加入** 🥗[『视讯快报』](https://t.me/shixun160)",0
GroupHelpBot,"Hi, Sukikibon 謝謝加入，歡迎分享及討論有關BNO問題及移英生活，請訂閱",0
,https://youtu.be/D5r9Fa80LDo?si=ZJhHOFwuykDoGjfb,0
IamZero578,@zfanman 俄佬掟核彈，大家玩完啦,0
SangMata_BOT,User `1698033068` changed name from 居住劏房 綜援渡日 to 220年醫院令 服刑中,0
IamZero578,https://www.google.com/amp/s/metro.co.uk/2024/09/30/putins-mouthpiece-warns-dictator-unleash-london-nuclear-attack-21704675/amp/,0
SangMata_BOT,User `7314044378` changed name from Damien Britt to Dami 各国苹果id来做单子,0
LaLaLamLa88,請教各位.我在香港公立醫院睇開同攞開藥.預計下年年頭5+1來英國.要問政府醫院攞咩文件可以到英國后續領藥,1
SangMata_BOT,User `916023895` changed name from 重要的是勇氣 to 東山惠理沙係我條女葉月沙蘭係我前女涼海係我表妹 我啲女支持香港獨立 認同龍獅旗嘅精神,0
zfanman,住宿settle down左啦?,0
,https://youtu.be/6cgy8YvL00A?si=sQKZxUFOuL6EYS1O,0
GroupHelpBot,"Hi, 歡迎 Philip Law",0
,https://youtu.be/n4Flcllu9WA?si=N86TpoJ6WeJkN0YG,0
zfanman,"佢只係""自稱香港大律師""",0
zfanman,https://hk.news.yahoo.com/%E6%B9%96%E5%8D%97%E6%B5%B7%E5%BA%95%E6%92%88mma-%E9%A6%99%E6%B8%AF%E5%A4%A7%E5%BE%8B%E5%B8%AB-%E8%A2%AB%E5%81%BD%E5%A8%98%E9%A8%8E%E4%BD%8F%E6%89%93-%E8%A2%AB%E5%98%B2%E5%A6%82%E6%AD%A6%E6%9D%BE%E6%89%93%E8%99%8E-%E6%9C%89%E7%89%87-025300789.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAJzDBp09qeu0MK6R1t5SontGvKjSzA9HF3oEzS7jvEpkjFcTzug02b-UzC_i-GZ_rY-AK6vOD_6Bp8JwOWtV2w-wCF8gYSvFae1RuDjZlXr2H05tUHAMbxcUb5xtlT3hDXUhhEAboFb-XqajZW6ATpTdWg3UYlVF7b_cmfo2ks97,0
zfanman,,0
zfanman,,0
zfanman,,0
GroupHelpBot,"Hi, 歡迎 V N",0
,https://youtu.be/8i9r7jBoIFw?si=2zJX8LEjAlpah8N0,0
zfanman,https://www.instagram.com/reel/DBAW3U8yR5A/?igsh=NXpmNjlpMDVsczhu,0
,https://youtu.be/O_FnItqO6nM?si=xk7Zqp3SVVc53GGs,0
zfanman,,0
zfanman,"《跨國City Hunt 競賽🏃‍♂️‍➡️⁉️》

係同一個地區比賽就聽得多，你有冇玩過跨國比賽？🎃萬聖節快到，約左朋友出去玩未？不如今年萬聖節約埋香港嘅朋友一齊玩啦！

香港嘅TeamUnlock+將會舉辦🎃萬聖節限定🎃嘅戶外解謎：《沉船前的最後90分鐘🛳 》，各國城市同步進行，就算係倫敦都可以參加，並爭取最高排名！TeamUnlock+亦為小朋友打造較易版本，完成任務仲有參加獎狀🏆！

🌟 推理戶外解謎將係倫敦嘅騎士橋區舉行，完成刺激遊戲後，仲可以欣賞周邊歷史建築，係一個最佳一日遊計劃！

🔥 優惠大放送：
1. 叫你朋友買香港場門票 🇭🇰 ＞ 送海外場3折dicount code (折後HKD$180，dicount code隨購票email發放)
2. 🐣 官網登記早鳥5折（折後$300/6位，**早鳥優惠將於至10月16日截止**)

大家有興趣嘅話可以撳下呢條link，裡面會詳細咁介紹成個活動玩法同埋購票資訊👇：
[https://www.teamunlock.me/event-details-1/the-last-90-minutes-before-the-shipwreck-in-knightsbridge-london](https://www.teamunlock.me/event-details-1/the-last-90-minutes-before-the-shipwreck-in-knightsbridge-london)

🎃萬聖節限定🎃《沉船前的最後90分鐘🛳 》
📍活動區域：騎士橋區
📍活動日期：10月26日-10月27日(BST)
📍活動時間：14:00 - 20:30 (BST)
📍遊戲語言：中英文雙語介面
📍玩家人數上限：6人／隊 （建議最少人數為2人）
📍預計解謎需時：90分鐘
📍衣著建議：萬聖節服裝 
任何疑問，歡迎DM／撳info wts 搵客服

[Yt](https://youtube.com/@teamunlockplus?si=Nx5aKFiI2Fp1oZuv)
[Ig](https://www.instagram.com/team.unlock.plus/)
[Fb](https://www.facebook.com/profile.php?id=61559551018754)

Email: info@teamunlock.me
Whatsapp: [https://api.whatsapp.com/send?phone=85284159111](https://api.whatsapp.com/send?phone=85284159111)",0
GroupHelpBot,"Hi, 歡迎 日本デリバリーヘルス",0
,https://youtu.be/i-qpSeBzcyw?si=4aIYSEp9ar17OfKl,0
zfanman,好中 形容到老華僑網軍班撚屌,0
zfanman,https://www.instagram.com/reel/C_M4RJLS0za/?igsh=MW5pM3YzazN2OXE4Yw==,0
zfanman,https://www.instagram.com/reel/DAgJdwoANA1/?igsh=ODdid3FkMWtpOTRy,0
GroupHelpBot,"Hi, 歡迎 Cmbpk Bbmx",0
,https://youtu.be/sW7eqP53CBA?si=8i8es7BtNnMeA4YS,0
ssfanman,https://youtube.com/shorts/pUQ6E_63A1w?si=ydt35RPfOpGnxqUw,0
GroupHelpBot,"Hi, 歡迎 Kelvin Chan",0
zfanman,https://www.youtube.com/watch?v=FBSBryW5Ybc,0
,https://youtu.be/q_FfPrnDDkQ?si=FgN9M-A5RKxrS6kE,0
GroupHelpBot,"Hi, 歡迎 棒棒糖🍭超甜",0
,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",0
GroupHelpBot,"Hi, 歡迎 M M",0
,https://youtu.be/D5r9Fa80LDo?si=ZJhHOFwuykDoGjfb,0
zfanman,https://www.youtube.com/watch?v=26NTtcmJuwQ,0
Aqabu,https://youtu.be/6cgy8YvL00A?si=xQayea3rjJJbEV-e,0
speakandmove,"公黨首份財政預算案出爐：軍費加接近30億鎊，軍人有望今年內第二次加薪？

之前一直有傳工黨上場會cut 軍隊budget ，點知今朝新一份budget 其中一個著眼點係直接加30億鎊。其中一部份會用嚟加軍人嘅人工，而且會date back番今年4月：
/The Chancellor is set to announce an increase in the defence budget for next year in her fiscal statement in the Commons on Wednesday, part of which will be used to give soldiers a pay rise backdated to April, the Telegraph reported./
而筆錢亦會用嚟買新槍。

其實今年英軍已經加咗一次人工係6%，連同再上一年嘅5%+1k，當時已經被稱為十年嚟最大加幅。如果今次真係再加，相信會吸引一啲因為近年相對私人市場偏低人工而卻步嘅人重新考慮參軍。",1
THCIC_AM,"CLS Hair Studio x Trafford Hongkongers CIC 義剪活動

CLS Hair Studio 將於2024年11月12日(二) 為指定群組人士*提供義剪服務，名額24位，報名從速！
*包括：難民、政治庇護申請者、已撤銷NRPF限制之家庭成員、65歲或以上長者、單親家庭成員及殘疾人士。你須向 Trafford Hongkongers CIC 出示證明作實。

報名：
https://www.eventbrite.co.uk/e/1065679619429",0
Aqabu,https://youtu.be/n4Flcllu9WA?si=Ku-wil1jR2pMcEtX,0
horfoonhaytg,"星架坡李家後人身份咁顯赫喺英國claim asylum都要兩年先claim到，鄭西朗自己話自己出名所以claim快過其他人。

外人可能唔知，根本鄭西朗批嗰期就係辛偉誠要求清Case，嗰期批咗同refuse咗大量香港人，佢只不過係隊頭就喺度牙擦擦話自己出名。

啲手joke等咗兩三年冇批都係因為西亞東歐開炮搞到HO無暇顧及。

況且鄭西朗claim到asylum之前根本冇人識佢，佢最出名未拍reels囉。然後啲手joke未瞓街，去supermarket 停車場執一蚊大餅囉！

本台成日想知唔計啲區佬啲大大聲話自己批咗嘅人屋企有冇畀人搞，尤其嗰啲可以喺黃媒露樣話自己理大拉暴動，一大堆人送機嗰啲。

https://www.bbc.com/zhongwen/trad/world-69436209

#何歡喜",0
latteju,都係用theory 4 in 1齋操佢啲題，bookmark低錯嗰啲再睇多幾次，做晒就做佢個mock test咁,0
Uncleblackcatbbch,有無theory test雞精,0
,,0
,10月26日，星期六，曼城撐烏克蘭集會，地點：St. Peter's Square ，2時至3時半,0
AlpacaAlpaca,,0
Aqabu,https://youtu.be/8i9r7jBoIFw?si=TPiyCoELObfzBJAE,0
lee_cheongsan,"【用Octopus的用戶有福了！】

自家製一Click即睇實時Argile電費。

唔使Login，唔使左襟右襟，真正一Click即睇！係一Click即睇呀呀呀呀。

仲可以睇埋隔離區價錢添！

https://play.google.com/store/apps/details?id=octopus.energy.pricechecker",0
captaincatho,好，唔該😘,0
Aqabu,https://youtu.be/O_FnItqO6nM?si=quL9IlJx3BOgHI1A,0
latteju,你搵個近屋企嘅場book咗先，可以免費改期改試場，唔記得係咪可以免費改6次,0
latteju,我考完theory test 就即刻book路試，我係補鐘，係美國牌唔可以直換，上咗一次堂，師傅叫我改個近啲嘅考場方便啲去操，原本係book咗10月10號，但改考場已去到一月頭，前排醒起新年頭可能難啲夾補鐘時間，所以諗住再改時間,0
captaincatho,如果去到3月幾先考，太早上又無手感,0
captaincatho,想問你係報完路試先再上堂夾個考期定邊上堂邊報？,0
Customize_Captcha_Bot,"[Chainsmokers](tg://user?id=939438395)，請在**10**秒內回答問題
721地點",0
captaincatho,我連堂都未報😂,0
latteju,合格而你又急住考路試嘅要盡快book，我前幾日睇已去到下年3月幾先有位考,0
latteju,係，考完出返去等叫名拎成績，會寫你每part拎到幾分,0
captaincatho,係咪即刻知結果？,0
latteju,我係操晒佢有嘅再做埋佢mock test，原本最驚呢part但考嗰時呢part高分過MC，佢個mon幾大易睇好多唔使驚,0
speakandmove,"我哋會員成功過到軍訓passing out 已經唔係咩新鮮事，但今次唔可以唔講，因為我哋終於出到第一位女兵！

琴日我哋其中一位admin 入咗Pirbright接放學， 就係為咗見證呢個歷史性一刻。其實本谷會員唔只得呢位師妹，只係佢最早成功入伍。

同日亦有幸見到而家已經非常忙碌、第一位成功參軍嘅「大師兄」，傾談起嚟都相當感概。由佢當年行好多冤枉路，到而家我哋已經好有系統咁由報名到測試到軍訓，都有哂準備同tips，呢三年幾嚟我哋真係發展咗好多。

由第一位成功參軍嘅BNO visa，到第一位BNO visa 女兵，我哋仲會唔會更多第一位？其實好快就有，但本住未成功就唔出聲嘅宗旨，就先容許我哋賣個關子。

祝香港人繼續武運亨隆！",0
CCCCCMint,Cls,0
,我見唐人街有幾間髮型屋 果幾間剪男仔頭掂唔掂?,1
HKIndependenxe,有朋友喺嗰度剪過，負評,0
captaincatho,不過得3x題感覺唔夠練,0
captaincatho,我之前練情景題佢要我另外比錢，過幾日個app就無左件事,0
,,0
,謝,0
charchar1213,Magic mirror?,0
,曼城市中附近識邊度有香港髮型師,1
latteju,我都係用4 in 1練，唔使另外俾錢啊，而且我係用電量練，去到考係用大電腦mon，會睇得清楚好多,0
charlesyeungg,1999,0
charlesyeungg,,0
charlesyeungg,Kam,0
,落地無耐 想識下朋友 周圍行下,1
ahothehellyouno,組團去邊🤔🤔🤔,0
,Hello 有冇男仔都係自己一個曼城呀？😀歡迎一齊組團,1
Aqabu,😂😂https://youtu.be/i-qpSeBzcyw?si=H060t5JkGIPgmPwy,0
Aqabu,https://youtu.be/sW7eqP53CBA?si=8CNPedD5cc4AL1Dk,0
Windanz,"🇬🇧《寧化飛灰》十一月英國上映🔥

《寧化飛灰》是一部獲獎紀錄片，探討了記者在極權政權下報導時所面臨的情感和道德掙扎。透過2019年香港抗議活動的鏡頭，該片捕捉了捍衛新聞自由的高昂代價。我們很高興能將這部影片帶到英國，並在曼城、利物浦、諾丁漢、伯明翰和倫敦進行放映。放映活動隨後會有與導演進行現場問答互動環節。

11月9號 曼城 
11月10號 利物浦 
11月16號 諾丁漢
11月17號 伯明翰
11月23號 倫敦

由即日起至10月26日都有早鳥優惠🫂
請大家都幫手宣傳多多支持🙌🏻

https://www.eventbrite.com/cc/rather-be-ashes-than-dust-uk-screening-2024-3739789

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
